No,中文文件名,文件大小,画面尺寸,视频时长,视频码率,文件路径,文件Root,文件名称
318,一个人的武林, 3.64 GiB,1280 * 720, 1h 40mn,5206 Kbps,一个人的武林.Kung.Fu.Jungle.2014.BluRay.720p.x264.AC3.2Audios-CMCT,,[一个人的武林].Kung.Fu.Jungle.2014.BluRay.720p.x264.AC3.2Audios-CMCT.mkv
319,七剑, 4.80 GiB,1280 * 720, 2h 32mn,4496 Kbps,七剑.Seven.Swords.2005.BluRay.720p.x264.2Audio.AC3-CnSCG,,[七剑(国粤)]Seven.Swords.2005.BluRay.720p.x264.2Audio.AC3-CnSCG[中文字幕4.8G].mkv
320,关云长, 5.01 GiB,1280 * 544, 1h 49mn,6563 Kbps,关云长.The.Lost.Bladesman.2011.BluRay.720p.AC3.2Audio.x264-CHD,,The.Lost.Bladesman.2011.BluRay.720p.AC3.2Audio.x264-CHD.mkv
321,冰封：重生之门, 5.01 GiB,1280 * 576, 1h 44mn,6881 Kbps,冰封：重生之门.The.Iceman.2014.BluRay.720p.AC3.2Audio.x264-CHD,,The.Iceman.2014.BluRay.720p.AC3.2Audio.x264-CHD.mkv
322,十月围城, 6.55 GiB,1280 * 544, 2h 18mn,6770 Kbps,十月围城.Bodyguards.And.Assassins.2009.720p.BluRay.x264-LCHD,,《十月围城》Bodyguards.And.Assassins.2009.720p.BluRay.x264-LCHD-人人影视高清发布组.mkv
323,在一起, 3.30 GiB,1280 * 536, 1h 23mn,5619 Kbps,在一起.Together.2013.720p.BluRay.x264-HDWinG,,Together.2013.720p.BluRay.DualAudio.x264-HDWinG.mkv
324,大闹天宫, 4.36 GiB,1280 * 536, 1h 59mn,5237 Kbps,大闹天宫.The.Monkey.king.2014.BluRay.720p.DTS.2Audio.x264-CHD,,The.Monkey.king.2014.BluRay.720p.DTS.2Audio.x264-CHD.mkv
325,导火线, 4.36 GiB,1280 * 544, 1h 27mn,7152 Kbps,导火线.Flash.Point.2007.Bluray.720p.DTSES.2Audio.x264-CHD,,Flash.Point.2007.Bluray.720p.DTSES.2Audio.x264-CHD.mkv
326,少年黄飞鸿之铁马骝, 3.00 GiB,1280 * 720, 1h 29mn,4792 Kbps,少年黄飞鸿之铁马骝.Iron.Monkey.1993.HK.BluRay.720p.x264.AC3.2Audios-CMCT,,[少年黄飞鸿之铁马骝].Iron.Monkey.1993.HK.BluRay.720p.x264.AC3.2Audios-CMCT.mkv
327,情逢敌手, 1.36 GiB,720 * 304, 1h 27mn,2231 Kbps,情逢敌手.Mismatched.Couples.1985.DVDRip.X264.AC3.iNT-NFYL.甄子丹,,南方娱乐（bbs.nfyl.net).情逢敌手.Mismatched.Couples.1985.DVDRip.X264.AC3.iNT-NFYL.mkv
328,战狼传说, 2.80 GiB,1280 * 720, 1h 34mn,4228 Kbps,战狼传说.Legend.Of.The.Wolf.1997.BluRay.720p.x264.2Audio.AC3-CnSCG,,Legend.Of.The.Wolf.1997.BluRay.720p.x264.2Audio.AC3-CnSCG.mkv
329,新唐山大兄, 1.40 GiB,854 * 480, 1h 29mn,2248 Kbps,新唐山大兄.Shanghai.Affairs.1998.DVDrip.x264.AC3.2Audios-CMCT,,[新唐山大兄(国粤双语)].Shanghai.Affairs.1998.DVDrip.x264.AC3.2Audios-CMCT.mkv
330,新流星蝴蝶剑, 1.38 GiB,720 * 432, 1h 27mn,2263 Kbps,新流星蝴蝶剑.Butterfly.Sword.1993.DVDRip.X264.AC3-ken861222,,[新流星蝴蝶剑].Butterfly.Sword.1993.DVDRip.X264.AC3-ken861222.mkv
331,新龙门客栈, 2.00 GiB,1024 * 552, 1h 39mn,2883 Kbps,新龙门客栈.New.Dragon.Inn.1992.DVDRip.x264.AC3.2Audios-CMCT,,[新龙门客栈].New.Dragon.Inn.1992.DVDRip.x264.AC3.2Audios-CMCT.mkv
332,武侠, 6.54 GiB,1280 * 546, 1h 54mn,8138 Kbps,武侠.Swordsmen.2011.BluRay.720p.DTS.2Audio.x264-CHD,,Swordsmen.2011.BluRay.720p.DTS.2Audio.x264-CHD.mkv
333,江山美人, 2.31 GiB,1280 * 720, 1h 35mn,3472 Kbps,江山美人.An.Empress.and.the.Warriors.2008.720p.BluRay.x264.AC3-CNXP,,江山美人.An.Empress.and.the.Warriors.2008.720p.BluRay.x264.AC3-CNXP.mkv
334,洗黑钱, 4.37 GiB,1280 * 682, 1h 35mn,6524 Kbps,洗黑钱.Tiger.Cage.2.1990.BluRay.720p.AC3.2Audio.x264-CHD,,Tiger.Cage.2.1990.BluRay.720p.AC3.2Audio.x264-CHD.mkv
335,特殊身份, 5.00 GiB,1280 * 544, 1h 39mn,7178 Kbps,特殊身份.Special.ID.2013.720p.BluRay.x264-WiKi,,Special.ID.2013.720p.BluRay.x264-WiKi.mkv
336,笑太极, 1.36 GiB,720 * 352, 1h 26mn,2254 Kbps,笑太极.Drunken.Tai-Chi.1984.DVDrip.x264.AC3.3Audios-CMCT,,[笑太极(国粤英三语)].Drunken.Tai-Chi.1984.DVDrip.x264.AC3.3Audios-CMCT.mkv
337,精武风云陈真, 5.00 GiB,1280 * 544, 1h 45mn,6788 Kbps,精武风云陈真.The.Return.of.Chen.Zhen.2010.BluRay.720p.DTS.x264-CHD,,The.Return.of.Chen.Zhen.2010.BluRay.720p.DTS.x264-CHD.mkv
338,英雄豪杰苏乞儿, 1.37 GiB,880 * 464, 1h 31mn,2148 Kbps,英雄豪杰苏乞儿.Fist.Of.The.Red.Dragon.1993.DVDRip.x264.3Audio.AC3.INT-NowOur,,NowOur-fotd.mkv
339,锦衣卫, 4.37 GiB,1280 * 544, 1h 52mn,5548 Kbps,锦衣卫.14.Blades.2010.720p.BluRay.X264-MySiLU,,14.Blades.2010.720p.BluRay.X264-MySiLU.mkv
340,黑色城市, 2.46 GiB,1024 * 546, 1h 31mn,3849 Kbps,黑色城市.City of darkness.1999.NFYL.甄子丹,,南方娱乐（bbs.nfyl.net).黑色城市.City of darkness.1999.中文字幕.NFYL.mkv
341,龙虎门, 3.00 GiB,1280 * 720, 1h 34mn,4559 Kbps,龙虎门.Dragon.Tiger.Gate.2006.BluRay.720p.x264.2Audio.AC3-CnSCG,,[龙虎门(国粤)]Dragon.Tiger.Gate.2006.BluRay.720p.x264.2Audio.AC3-CnSCG[中字3G].mkv
342,丑角登场, 700 MiB,592 * 320, 1h 17mn,1265 Kbps,丑角登场.Enter.The.Clowns.2001.XVID.ndrt-etc.2001,,Enter.The.Clowns.2001.XVID.ndrt-etc.2001(ED2000.COM).avi
343,二弟, 701 MiB,640 * 368, 1h 1mn,1599 Kbps,二弟.Drifters.2003.REPACK.DVDRip.XviD-PROMiSE,,[二弟].Drifters.2003.REPACK.DVDRip.XviD-PROMiSE.CD1(ED2000.COM).avi
344,二弟, 700 MiB,640 * 368, 59mn 32s,1643 Kbps,二弟.Drifters.2003.REPACK.DVDRip.XviD-PROMiSE,,[二弟].Drifters.2003.REPACK.DVDRip.XviD-PROMiSE.CD2(ED2000.COM).avi
345,任逍遥, 1.37 GiB,720 * 544, 1h 47mn,1820 Kbps,任逍遥.Unknown.Pleasures.2002.DVDRip.X264.AC3-KEN,,[任逍遥].Unknown.Pleasures.2002.DVDRip.X264.AC3-KEN.mkv
346,光棍儿, 506 MiB,720 * 576, 1h 32mn,740 Kbps,光棍儿.2011.DVD,,[www.ziyuan5.com]光棍儿DVD[高清].rmvb
347,十七岁的单车, 1.36 GiB,640 * 336, 1h 53mn,1711 Kbps,十七岁的单车.Beijing.Bicycle.2001.PROPER.DVDRip.XviD.AC3-dolphin,,十七岁的单车.Beijing.Bicycle.2001.PROPER.DVDRip.XviD.AC3-dolphin.mkv
348,卖花姑娘, 1.67 GiB,872 * 360, 2h 6mn,1884 Kbps,卖花姑娘.The Flower Girl.1972.DVDRip.872x360.X264.AC3,,卖花姑娘.The Flower Girl.1972.DVDRip.872x360.X264.AC3.mkv
349,哭泣的女人(泪女), 601 MiB,720 * 400, 1h 31mn,918 Kbps,哭泣的女人(泪女).Cry.Woman.2002.DVDRip.HALFCD.CHT,,哭泣的女人(泪女)Cry.Woman.2002.DVDRip.HALFCD.CHT-edit110.mkv
350,天浴, 1.36 GiB,720 * 400, 1h 39mn,1959 Kbps,天浴.Xiu.Xiu.The.Sent.Down.Girl.1998.DVDrip.x264.AC3-CMCT,,[天浴].Xiu.Xiu.The.Sent.Down.Girl.1998.DVDrip.x264.AC3-CMCT.mkv
351,孩子王, 700 MiB,640 * 336, 1h 45mn,924 Kbps,孩子王.Hai.Zi.Wang.1987.DVDRip.XviD-RiZZ_CN,,[孩子王].Hai.Zi.Wang.1987.DVDRip.XviD-RiZZ_CN.avi
352,安阳婴儿, 698 MiB,576 * 416, 1h 21mn,1201 Kbps,安阳婴儿.anyangde.guer.2001.dvd,,安阳婴儿.anyangde.guer.国语.2001.dvd.avi
353,小武, 1.46 GiB,720 * 528, 1h 50mn,1888 Kbps,小武.Pickpocket.1997.DVDRip.x264.AC3-CMCT,,[小武].Pickpocket.1997.DVDRip.x264.AC3-CMCT.mkv
354,巫山云雨, 600 MiB,720 * 400, 1h 35mn,880 Kbps,巫山云雨.Rainclouds.Over.Wushan.1996.DVDRip.HALFCD.encnsubbed,,巫山云雨.Rainclouds.Over.Wushan.1996.DVDRip.HALFCD.encnsubbed-edit110.mkv
355,我是你爸爸, 408 MiB,640 * 480, 1h 34mn,598 Kbps,我是你爸爸.2000.dvd,,[BD影视分享bd-film.com]我是你爸爸.2000.DVD.rmvb
356,日日夜夜, 700 MiB,640 * 384, 1h 29mn,1100 Kbps,日日夜夜.Night.and.Day.2004.DVDRip.XviD-PoD,,[日日夜夜].Night.and.Day.2004.DVDRip.XviD-PoD(ED2000.COM).avi
357,桃花满天红, 2.94 GiB,1280 * 720, 1h 35mn,4418 Kbps,桃花满天红.Peach Blossom.1995.CCTV6—HD,,Peach Blossom.1995.CCTV6—HD.mkv
358,武训传, 2.15 GiB,720 * 524, 3h 16mn,1563 Kbps,武训传.1950.DVDRip,,武训传1950DVDRip.mkv
359,特别手术室, 1.02 GiB,720 * 576, 1h 28mn,1647 Kbps,特别手术室.1995,,特别手术室.mkv
360,盲山, 1.36 GiB,720 * 424, 1h 43mn,1891 Kbps,盲山.Blind.Mountain.Uncut.2007.DVDRip.X264.AC3-dolphin,,盲山.Blind.Mountain.Uncut.2007.DVDRip.X264.AC3-dolphin.mkv
361,看上去很美, 1.36 GiB,720 * 544, 1h 27mn,2217 Kbps,看上去很美.Little.Red.Flowers.2006.DVDRip.X264.DTS-KEN,,[看上去很美].Little.Red.Flowers.2006.DVDRip.X264.DTS-KEN.mkv
362,站台, 2.05 GiB,720 * 544, 2h 28mn,1975 Kbps,站台.Platform.2000.DVDRip.X264.AC3.Rerip-KEN,,[站台].Platform.2000.DVDRip.X264.AC3.Rerip-KEN(ED2000.COM).mkv
363,紅色角落, 1.49 GiB,720 * 392, 1h 53mn,1884 Kbps,紅色角落.Red Corner.1997,,红角落.avi
364,苏州河, 700 MiB,640 * 432, 1h 22mn,1189 Kbps,苏州河.Suzhou.River.2000.DVDRip.Xvid-Sun,,[苏州河].Suzhou.River.2000.DVDRip.Xvid-Sun.avi
365,苹果, 1.46 GiB,720 * 400, 1h 54mn,1814 Kbps,苹果.Lost.in.Beijing.2007.DVDRip.x264.AC3-CMCT,,[苹果].Lost.in.Beijing.2007.DVDRip.x264.AC3-CMCT.mkv
366,荆轲刺秦王, 1.34 GiB,864 * 480, 2h 41mn,1192 Kbps,荆轲刺秦王.The Emperor And The Assassin.1998.DVDRip.X264.AC3,,荆轲刺秦王.The Emperor And The Assassin.1998.DVDRip.X264.AC3.mkv
367,蓝风筝, 1.29 GiB,720 * 384, 2h 14mn,1373 Kbps,蓝风筝.The.Blue.Kite.1993.DVDrip.x264.AC3-HQC,,[蓝风筝]The.Blue.Kite.1993.DVDrip.x264.AC3-HQC.mkv
368,赵先生, 1.37 GiB,720 * 448, 1h 24mn,2308 Kbps,赵先生.Mr.Zhao.1998.DVDRip.x264.AC3-CMCT,,[赵先生].Mr.Zhao.1998.DVDRip.x264.AC3-CMCT.mkv
369,过年回家, 1.37 GiB,720 * 432, 1h 23mn,2347 Kbps,过年回家.Seventeen.Years.1999.DVDRip.x264.AC3-CMCT,,[过年回家].Seventeen.Years.1999.DVDRip.x264.AC3-CMCT.mkv
370,银饰, 698 MiB,640 * 352, 56mn 14s,1734 Kbps,银饰.Silver.Ornaments.Uncut.2005.Xvid.Dvdrip,,[银饰].Silver.Ornaments.Uncut.2005.Xvid.Dvdrip-[dybee.net]-CD2.avi
371,银饰, 700 MiB,640 * 352, 1h 0mn,1631 Kbps,银饰.Silver.Ornaments.Uncut.2005.Xvid.Dvdrip,,[银饰].Silver.Ornaments.Uncut.2005.Xvid.Dvdrip-[dybee.net].cd1.avi
372,颐和园, 1.26 GiB,720 * 576, 2h 14mn,1343 Kbps,颐和园.Une jeunesse chinoise,,颐和园Une jeunesse chinoise[2006].avi
373,一步之遥, 3.08 GiB,1920 * 800, 2h 20mn,3135 Kbps,一步之遥.Gone.With.The.Bullets.2014.1080p.WEB-DL.x264.AAC-SeeHD,,Gone.With.The.Bullets.2014.1080p.WEB-DL.x264.AAC-SeeHD.mkv
374,不见不散, 3.75 GiB,1280 * 720, 1h 43mn,5195 Kbps,不见不散.Be.There.or.Be.Square.1999.720p.BluRay.x264-HDWinG,,Be.There.or.Be.Square.1999.720p.BluRay.x264.AC3-HDWinG.mkv
375,半生缘, 696 MiB,640 * 368, 1h 2mn,1555 Kbps,半生缘.Boon.Sang.Yuen.1997.DVDRip.XviD.AC3-NDRT,,[半生缘].Boon.Sang.Yuen.1997.DVDRip.XviD.AC3-NDRT-cd1.avi
376,半生缘, 697 MiB,640 * 368, 1h 3mn,1547 Kbps,半生缘.Boon.Sang.Yuen.1997.DVDRip.XviD.AC3-NDRT,,[半生缘].Boon.Sang.Yuen.1997.DVDRip.XviD.AC3-NDRT-cd2.avi
377,卡拉是条狗, 1.39 GiB,720 * 400, 1h 41mn,1960 Kbps,卡拉是条狗.Cala,.My.Dog!.2003.DVDRip.X264.AAC-KEN,,[卡拉是条狗].Cala,.My.Dog!.2003.DVDRip.X264.AAC-KEN.mkv
378,命运呼叫转移, 699 MiB,672 * 368, 52mn 0s,1879 Kbps,命运呼叫转移.Ming.Yun.Hu.Jiao.Zhuan.Yi.2007.DVDRip.XviD-PMCG,,[命运呼叫转移].Ming.Yun.Hu.Jiao.Zhuan.Yi.2007.DVDRip.XviD.CD1-PMCG.avi
379,命运呼叫转移, 699 MiB,672 * 368, 58mn 48s,1662 Kbps,命运呼叫转移.Ming.Yun.Hu.Jiao.Zhuan.Yi.2007.DVDRip.XviD-PMCG,,[命运呼叫转移].Ming.Yun.Hu.Jiao.Zhuan.Yi.2007.DVDRip.XviD.CD2-PMCG.avi
380,夜宴, 3.60 GiB,1280 * 720, 2h 11mn,3930 Kbps,夜宴.The Banquet .2006.MKV.720P.Bluray.DTS.x264,,夜宴.mkv
381,大腕, 1.37 GiB,720 * 384, 1h 42mn,1900 Kbps,大腕.Big.Shot's.Funeral.2001.DVDrip.x264.AC3-CMCT,,[大腕].Big.Shot's.Funeral.2001.DVDrip.x264.AC3-CMCT.mkv
382,寒冰, 317 MiB,576 * 304, 1h 30mn,491 Kbps,寒冰.Cold.Ice.2004.DVD-HALFCD2-XTM,,寒冰.Cold.Ice.2004.mkv
383,手机, 702 MiB,704 * 352, 52mn 9s,1881 Kbps,手机.Cell.Phone.2003.DVDRip.X264.AC3-tdw9430,,[手机].Cell.Phone.2003.DVDRip.X264.AC3.CD1-tdw9430.mkv
384,手机, 699 MiB,704 * 352, 55mn 14s,1769 Kbps,手机.Cell.Phone.2003.DVDRip.X264.AC3-tdw9430,,[手机].Cell.Phone.2003.DVDRip.X264.AC3.CD2-tdw9430.mkv
385,桃花运, 699 MiB,672 * 368, 51mn 24s,1901 Kbps,桃花运.Desires.Of.The.Heart.2008.CN.DVDRip.XviD-PMCG,,pmcg-doth-cd1.avi
386,桃花运, 701 MiB,672 * 368, 56mn 24s,1737 Kbps,桃花运.Desires.Of.The.Heart.2008.CN.DVDRip.XviD-PMCG,,pmcg-doth-cd2.avi
387,气喘吁吁, 698 MiB,624 * 352, 1h 30mn,1084 Kbps,气喘吁吁.Gasp.2009.CN.DVDRip.XviD-XTM,,xtm-gasp.avi
388,没完没了, 5.01 GiB,1280 * 720, 1h 28mn,8116 Kbps,没完没了.Sorry.Baby.1999.BluRay.720p.AC3.x264-CHD,,Sorry.Baby.1999.BluRay.720p.AC3.x264-CHD.mkv
389,活着, 5.97 GiB,1280 * 720, 2h 12mn,6446 Kbps,活着.To.Live.Huozhe.1994.HDrip.720p.x264.AC3-2,,[活着].To.Live.Huozhe.1994.HDrip.720p.x264.AC3-2.mkv
390,甲方乙方, 4.36 GiB,1280 * 720, 1h 27mn,7138 Kbps,甲方乙方.The.Dream.Factory.1997.BluRay.720p.AC3.x264-CHD,,The.Dream.Factory.1997.BluRay.720p.AC3.x264-CHD.mkv
391,私人定制, 3.19 GiB,1920 * 1080, 1h 58mn,3866 Kbps,私人定制.Personal.Tailor.2013.1080p,,私人定制r.2013.1080p.mkv
392,窒息, 300 MiB,640 * 352, 1h 25mn,492 Kbps,窒息.Suffocation.2005.DVD-HALFCD2-XTM,,窒息.Suffocation.2005.中国.XTM.DVD-HALFCD2.mkv
393,纳妾, 700 MiB,640 * 368, 57mn 0s,1717 Kbps,纳妾.Na.Qie.2007.CN.DVDSCR.Xvid-bIgOx,,[纳妾].Na.Qie.CN.DVDSCR.Xvid.CD1-bIgOx.avi
394,纳妾, 696 MiB,640 * 368, 52mn 1s,1871 Kbps,纳妾.Na.Qie.2007.CN.DVDSCR.Xvid-bIgOx,,[纳妾].Na.Qie.CN.DVDSCR.Xvid.CD2-bIgOx.avi
395,让子弹飞, 3.60 GiB,1280 * 720, 2h 12mn,3895 Kbps,让子弹飞.Let.the.Bullets.Fly.2010.BluRay.720p.x264.AC3.2Audios-CMCT,,[让子弹飞].Let.the.Bullets.Fly.2010.BluRay.720p.x264.AC3.2Audios-CMCT.mkv
396,赵氏孤儿, 5.44 GiB,1280 * 574, 2h 7mn,6104 Kbps,赵氏孤儿.Sacrifice.2010.Bluray.720p.AC3.x264-CHD,,Sacrifice.2010.Bluray.720p.AC3.x264-CHD.mkv
397,一诺千金, 1.01 GiB,1280 * 720, 1h 30mn,1565 Kbps,一诺千金.2006,,一诺千金-1280高清.rmvb
398,上车走吧, 1.37 GiB,640 * 480, 1h 52mn,1732 Kbps,上车走吧.Mini.Bus.2000.CN.TVRip.XviD-abcrci,,[上车走吧].Mini.Bus.2000.CN.TVRip.XviD-abcrci.avi
399,亲爱的, 2.87 GiB,1920 * 816, 2h 8mn,3187 Kbps,亲爱的.2014.HD1080P.X264.AAC.Mandarin.CHS.Mp4Ba,,亲爱的.2014.HD1080P.X264.AAC.Mandarin.CHS.Mp4Ba.mp4
400,假装情侣, 689 MiB,1280 * 720, 1h 31mn,1039 Kbps,假装情侣.The Pretending Lovers.2011,,【假装情侣】【高清HD-RMVB.国语中字】【2011最新上映黄渤爆笑喜剧爱情大片】.rmvb
401,厨子戏子痞子, 2.20 GiB,1280 * 720, 1h 48mn,2909 Kbps,厨子戏子痞子.The.Chef.the.Actor.the.Scoundrel.2013.720p.BluRay.x264.AC3-CNXP,,厨子戏子痞子.The.Chef.the.Actor.the.Scoundrel.2013.720p.BluRay.x264.AC3-CNXP.mkv
402,心花路放, 2.57 GiB,1920 * 800, 1h 57mn,3122 Kbps,心花路放.Breakup.Buddies.2014.1080p,,[新奇高清www.xinqi.cc]-心花路放.2014.1080p.国语中英双字.mkv
403,斗牛, 699 MiB,640 * 368, 54mn 9s,1805 Kbps,斗牛.Cow.2009.CN.DVDRip.XviD-XTM,,xtm-cow-cd1.avi
404,斗牛, 698 MiB,640 * 368, 55mn 22s,1762 Kbps,斗牛.Cow.2009.CN.DVDRip.XviD-XTM,,xtm-cow-cd2.avi
405,无人区, 3.20 GiB,1280 * 720, 1h 57mn,3911 Kbps,无人区.No.Man's.Land.2013.BluRay.720p.x264.AC3-CnSCG,,[无人区]No.Man's.Land.2013.BluRay.720p.x264.AC3-CnSCG.mkv
406,疯狂的赛车, 700 MiB,672 * 272, 49mn 49s,1963 Kbps,疯狂的赛车.Silver.Medalist.2009.CN.DVDRiP,,pmcg-sm-cd1.avi
407,疯狂的赛车, 700 MiB,672 * 272, 50mn 22s,1943 Kbps,疯狂的赛车.Silver.Medalist.2009.CN.DVDRiP,,pmcg-sm-cd2.avi
408,瘋狂的石頭, 2.28 GiB,1280 * 720, 1h 45mn,3097 Kbps,瘋狂的石頭.Crazy.Stone.2006.HD超清720P.x264.AAC.Sichuan.Language&Mandarin.CHS,,[MPAO.CN]瘋狂的石頭.Crazy.Stone.2006.HD超清720P.x264.AAC.Sichuan.Language&Mandarin.CHS.mp4
409,蛋炒饭, 1.28 GiB,1280 * 720, 1h 30mn,2007 Kbps,蛋炒饭.2011.720p.HDTV.国语中字,,蛋炒饭.2011.720p.HDTV.国语中字.rmvb
410,高兴, 405 MiB,640 * 272, 1h 45mn,536 Kbps,高兴.Gao.Xing.2009.CN.DVD.X264.AAC.HALFCD-NORM,,[高兴].Gao.Xing.2009.CN.DVD.X264.AAC.HALFCD-NORM(ED2000.COM).mkv
411,黄金大劫案, 2.60 GiB,1280 * 720, 1h 50mn,3364 Kbps,黄金大劫案.Guns.and.Roses.2012.BluRay.720p.x264.AC3-CnSCG[国语中字2.6G],,[黄金大劫案]Guns.and.Roses.2012.BluRay.720p.x264.AC3-CnSCG[国语中字2.6G].mkv
412,不再让你孤单, 5.51 GiB,1280 * 544, 2h 2mn,6463 Kbps,不再让你孤单.A.Beautiful.Life.2011.BluRay.720p.DTS.2Auido.x264-CHD,,A.Beautiful.Life.2011.BluRay.720p.DTS.2Auido.x264-CHD.mkv
413,伊莎贝拉, 4.36 GiB,1280 * 528, 1h 49mn,5705 Kbps,伊莎贝拉.Isabella.2006.Bluray.720p.AC3.2Audio.x264-CHD,,Isabella.2006.Bluray.720p.AC3.2Audio.x264-CHD.mkv
414,变节-潜罪犯, 4.36 GiB,1280 * 694, 1h 28mn,7046 Kbps,变节-潜罪犯.Turning.Point.2009.BluRay.720p.AC3.x264-CHD,,Turning.Point.2009.BluRay.720p.AC3.x264-CHD.mkv
415,复仇, 6.49 GiB,1280 * 544, 1h 48mn,8555 Kbps,复仇.Vengeance.2009.720p.BluRay.x264.DTS-WiKi,,Vengeance.2009.720p.BluRay.x264.DTS-WiKi.mkv
416,头文字D, 4.37 GiB,1280 * 538, 1h 48mn,5750 Kbps,头文字D.Initial.D.2005.720p.BluRay.x264-WiKi,,Initial.D.2005.720p.BluRay.x264-WiKi.mkv
417,报应, 5.01 GiB,1280 * 542, 1h 33mn,7648 Kbps,报应.Punished.2011.BluRay.720p.DTS.2Audio.x264-CHD,,Punished.2011.BluRay.720p.DTS.2Audio.x264-CHD.mkv
418,放逐, 3.40 GiB,1280 * 720, 1h 48mn,4474 Kbps,放逐.Exiled.2006.BluRay.720p.x264.AC3.2Audios-CMCT,,[放逐].Exiled.2006.BluRay.720p.x264.AC3.2Audios-CMCT.mkv
419,枪火, 1.19 GiB,720 * 432, 1h 24mn,2036 Kbps,枪火.The.Mission.1999.DVDRip.x264.AC3.2Audios,,酷艺网[www.kuyi.tv]枪火.The.Mission.1999.DVDRip.x264.AC3.2Audios国粤双语简繁字幕.mkv
420,潜龙风云, 3.60 GiB,1280 * 536, 1h 36mn,5314 Kbps,潜龙风云.Gangster.Payday.2014.720p.BluRay.x264-WiKi,,Gangster.Payday.2014.720p.BluRay.x264-WiKi.mkv
421,生死拳速, 2.40 GiB,1280 * 720, 1h 26mn,3991 Kbps,生死拳速.Sang.Sei.Kuen.Chuk.2000.HDTV.720p.x264.AC3-CMCT,,[生死拳速].Sang.Sei.Kuen.Chuk.2000.HDTV.720p.x264.AC3-CMCT.mkv
422,盲女72小時, 2.06 GiB,1088 * 576, 1h 24mn,3485 Kbps,盲女72小時.3.Days.Of.A.Blind.Girl.1993.HK.DVDRip.X264.2AC3-Jackie,,盲女72小時.3.Days.Of.A.Blind.Girl.1993.HK.DVDRip.X264.2AC3-Jackie.mkv
423,神枪手与智多星, 699 MiB,720 * 360, 45mn 18s,2158 Kbps,神枪手与智多星.Bullet.And.Brain.2007.2Audio.DVDRip.X264.AC3.iNT-ZY,,zy-babrain-cd1.mkv
424,神枪手与智多星, 701 MiB,720 * 360, 46mn 23s,2113 Kbps,神枪手与智多星.Bullet.And.Brain.2007.2Audio.DVDRip.X264.AC3.iNT-ZY,,zy-babrain-cd2.mkv
425,竞雄女侠秋瑾, 4.96 GiB,1280 * 546, 1h 54mn,6221 Kbps,竞雄女侠秋瑾.The.Woman.Knight.of.Mirror.Lake.2011.BluyRay.720p.x264.DTS-HDChina,,The.Woman.Knight.of.Mirror.Lake.2011.BluyRay.720p.x264.DTS-HDChina.mkv
426,精武家庭, 2.04 GiB,1280 * 720, 1h 41mn,2894 Kbps,精武家庭.House.Of.Fury.2005.2005.Bluray.x264.AC3.720p-CMCT,,[精武家庭(国粤)].House.Of.Fury.2005.2005.Bluray.x264.AC3.720p-CMCT.mkv
427,绝色武器, 4.37 GiB,1280 * 544, 1h 30mn,6932 Kbps,绝色武器. Naked.Soldier.2012.HDTV.720p.x264.AC3,,Naked.Soldier.2012.HDTV.720p.x264.AC3.mkv
428,荡寇, 1.80 GiB,1024 * 576, 1h 35mn,2703 Kbps,荡寇..HR-HDTV.1024X576.X264-人人影视制作,,Plastic.City.2008.荡寇.中文字幕.HR-HDTV.1024X576.X264-人人影视制作.mkv
429,野兽刑警, 700 MiB,712 * 576, 51mn 57s,1884 Kbps,野兽刑警.Beast.Cops.1998.3Audio.REMASTERED.DVDRip.X264.AAC.iNT-ZY,,[野兽刑警].Beast.Cops.1998.3Audio.REMASTERED.DVDRip.X264.AAC.iNT-CD1-ZY.mkv
430,野兽刑警, 698 MiB,712 * 576, 52mn 25s,1862 Kbps,野兽刑警.Beast.Cops.1998.3Audio.REMASTERED.DVDRip.X264.AAC.iNT-ZY,,[野兽刑警].Beast.Cops.1998.3Audio.REMASTERED.DVDRip.X264.AAC.iNT-CD2-ZY(1).mkv
431,魔幻厨房, 2.80 GiB,1280 * 720, 1h 44mn,3821 Kbps,魔幻厨房.Magic.Kitchen.2004.BluRay.720p.x264.2Audio.AC3-CnSCG,,[魔幻厨房(国粤)]Magic.Kitchen.2004.BluRay.720p.x264.2Audio.AC3-CnSCG[中字2.8G].mkv
432,鸿门宴, 6.52 GiB,1280 * 546, 2h 17mn,6783 Kbps,鸿门宴.White.Vengeance.2011.BluRay.720p.DTS.2Audio.x264-CHD,,White.Vengeance.2011.BluRay.720p.DTS.2Audio.x264-CHD.mkv
433,A计划【1.2】, 5.01 GiB,1280 * 544, 1h 45mn,6809 Kbps,A计划.Project.A.1983.BluRay.720p.DTS.2Audio.x264-CHD,,A计划.Project.A.1983.BluRay.720p.DTS.2Audio.x264-CHD.mkv
434,A计划【1.2】, 5.54 GiB,1280 * 544, 1h 46mn,7474 Kbps,A计划续集.Project.A.2.1987.BluRay.720P.AC3.2Audio.X264-CHD,,A计划续集.Project.A.2.1987.BluRay.720P.AC3.2Audio.X264-CHD.mkv
435,B+C+侦探【1.2】, 2.70 GiB,1280 * 720, 1h 40mn,3844 Kbps,B+C+侦探【1.2】,,B+侦探.The.Detective.2.2011.BluRay.720p.AC3.2Audio.x264-CnSCG.mkv
